area_type,availability,location,size,society,total_sqft,bath,balcony,price
Plot Area,Ready To Move,Thiruvanmiyur,2 BHK,Society5,2242,3,3,93.39
Plot Area,Under Construction,Thiruvanmiyur,2 BHK,Society5,1566,2,2,48.73
Carpet Area,Under Construction,T. Nagar,3 BHK,Society4,3216,3,0,101.43
Plot Area,Under Construction,Nungambakkam,2 BHK,Society3,1218,3,0,55.51
Built-up Area,Ready To Move,Kodambakkam,1 BHK,Society3,1102,2,0,75.03
Plot Area,Ready To Move,Sholinganallur,2 BHK,Society3,1592,3,2,98.95
Built-up Area,Ready To Move,Kodambakkam,4 BHK,Society1,4444,3,1,246.59
Plot Area,Under Construction,Nungambakkam,4 BHK,Society5,4505,4,3,178.89
Built-up Area,Under Construction,Adyar,1 BHK,Society3,636,2,0,43.42
Plot Area,Under Construction,Medavakkam,3 BHK,Society2,1752,4,1,50.2
Built-up Area,Ready To Move,Tambaram,4 BHK,Society5,3099,5,3,94.44
Plot Area,Ready To Move,Kodambakkam,3 BHK,Society3,3590,3,2,141.14
Built-up Area,Ready To Move,Tambaram,3 BHK,Society4,3502,2,0,199.42
Plot Area,Under Construction,Velachery,2 BHK,Society5,1105,3,1,51.32
Built-up Area,Under Construction,T. Nagar,3 BHK,Society2,2594,2,2,151.47
Built-up Area,Ready To Move,Velachery,2 BHK,Society5,2264,1,2,152.65
Built-up Area,Under Construction,Medavakkam,4 BHK,Society2,3933,1,2,202.84
Carpet Area,Ready To Move,Sholinganallur,3 BHK,Society2,1655,3,1,96.57
Carpet Area,Under Construction,Tambaram,1 BHK,Society4,946,1,2,50.34
Carpet Area,Ready To Move,Adyar,4 BHK,Society5,4151,1,3,132.6
Built-up Area,Ready To Move,Nungambakkam,5 BHK,Society2,4742,5,2,158.15
Plot Area,Under Construction,Sholinganallur,4 BHK,Society4,4365,2,1,139.03
Built-up Area,Ready To Move,Nungambakkam,4 BHK,Society3,3031,4,0,172.61
Built-up Area,Under Construction,Medavakkam,3 BHK,Society5,3180,1,0,175.11
Carpet Area,Under Construction,Tambaram,1 BHK,Society3,1064,1,3,46.38
Plot Area,Under Construction,Kodambakkam,4 BHK,Society5,3369,2,3,116.23
Built-up Area,Ready To Move,Anna Nagar,2 BHK,Society1,1053,2,3,71.42
Built-up Area,Under Construction,Adyar,1 BHK,Society2,798,1,3,43.97
Built-up Area,Ready To Move,Medavakkam,4 BHK,Society2,4097,4,3,199.95
Plot Area,Ready To Move,Thiruvanmiyur,1 BHK,Society3,512,1,3,26.4
Built-up Area,Under Construction,Kodambakkam,1 BHK,Society5,606,1,3,38.16
Built-up Area,Ready To Move,Thiruvanmiyur,4 BHK,Society1,3734,3,3,259.44
Built-up Area,Under Construction,Kodambakkam,5 BHK,Society1,5537,1,1,302.82
Carpet Area,Under Construction,Thiruvanmiyur,1 BHK,Society3,564,2,2,18.51
Plot Area,Under Construction,Sholinganallur,3 BHK,Society1,2278,4,1,76.36
Built-up Area,Under Construction,Anna Nagar,3 BHK,Society5,3192,3,2,179.65
Carpet Area,Under Construction,Sholinganallur,2 BHK,Society5,1724,3,2,93.91
Built-up Area,Under Construction,Velachery,4 BHK,Society3,4060,2,1,194.21
Built-up Area,Ready To Move,Medavakkam,2 BHK,Society4,1934,2,0,94.86
Built-up Area,Ready To Move,Medavakkam,3 BHK,Society1,1780,2,1,93.33
Carpet Area,Under Construction,Kodambakkam,1 BHK,Society3,543,2,2,37.9
Carpet Area,Under Construction,Nungambakkam,5 BHK,Society2,4749,1,2,200.59
Built-up Area,Under Construction,T. Nagar,3 BHK,Society4,3563,1,3,169.06
Built-up Area,Ready To Move,Tambaram,2 BHK,Society5,2377,3,0,72.75
Carpet Area,Ready To Move,Tambaram,5 BHK,Society5,3163,2,2,214.79
Built-up Area,Ready To Move,Anna Nagar,3 BHK,Society3,1560,1,0,93.48
Plot Area,Ready To Move,Adyar,2 BHK,Society5,2215,2,1,119.83
Built-up Area,Under Construction,T. Nagar,4 BHK,Society5,3234,3,0,160.77
Built-up Area,Ready To Move,Tambaram,1 BHK,Society4,789,1,1,28.77
Built-up Area,Ready To Move,Nungambakkam,2 BHK,Society2,2118,3,1,71.65
Carpet Area,Under Construction,Nungambakkam,1 BHK,Society4,1057,1,2,42.17
Carpet Area,Under Construction,Adyar,4 BHK,Society2,3867,2,3,130.01
Built-up Area,Ready To Move,Sholinganallur,4 BHK,Society3,3526,2,1,108.26
Built-up Area,Ready To Move,Thiruvanmiyur,5 BHK,Society4,5658,5,3,342.29
Built-up Area,Under Construction,Kodambakkam,4 BHK,Society4,2122,3,1,106.47
Plot Area,Ready To Move,Kodambakkam,3 BHK,Society5,3203,1,2,222.97
Plot Area,Under Construction,Sholinganallur,2 BHK,Society1,2384,2,1,102.8
Carpet Area,Ready To Move,Kodambakkam,1 BHK,Society1,520,2,1,35.55
Plot Area,Under Construction,Sholinganallur,4 BHK,Society1,4770,5,1,137.49
Plot Area,Under Construction,Adyar,5 BHK,Society2,3998,2,2,206.3
Built-up Area,Under Construction,Velachery,2 BHK,Society3,1520,1,3,95.61
Built-up Area,Under Construction,Tambaram,3 BHK,Society4,2245,4,0,119.26
Built-up Area,Ready To Move,Anna Nagar,1 BHK,Society5,732,2,2,41.55
Carpet Area,Ready To Move,Medavakkam,1 BHK,Society2,628,1,1,30.31
Plot Area,Ready To Move,Sholinganallur,5 BHK,Society5,2901,4,2,200.8
Built-up Area,Ready To Move,Kodambakkam,4 BHK,Society1,3515,3,2,237.93
Carpet Area,Ready To Move,T. Nagar,3 BHK,Society3,3511,3,2,231.03
Carpet Area,Under Construction,Nungambakkam,5 BHK,Society4,5857,1,0,243.56
Plot Area,Under Construction,Adyar,3 BHK,Society1,3119,4,0,86.82
Plot Area,Under Construction,Nungambakkam,1 BHK,Society5,721,2,3,28.98
Built-up Area,Under Construction,Velachery,2 BHK,Society4,2064,1,3,141.73
Plot Area,Under Construction,Medavakkam,3 BHK,Society1,1569,1,3,83.37
Plot Area,Ready To Move,Nungambakkam,3 BHK,Society1,2792,2,3,139.99
Plot Area,Ready To Move,Nungambakkam,4 BHK,Society3,4086,2,0,163.93
Carpet Area,Under Construction,Velachery,2 BHK,Society3,1547,3,2,97.33
Built-up Area,Under Construction,Anna Nagar,1 BHK,Society1,799,1,1,37.26
Plot Area,Under Construction,Medavakkam,5 BHK,Society1,3553,4,2,191.15
Built-up Area,Under Construction,Velachery,2 BHK,Society3,2183,1,1,96.7
Carpet Area,Ready To Move,Velachery,3 BHK,Society2,2482,3,2,103.28
Built-up Area,Ready To Move,Kodambakkam,4 BHK,Society5,2148,3,3,87.73
Built-up Area,Ready To Move,Kodambakkam,5 BHK,Society4,3659,3,2,239.1
Plot Area,Ready To Move,Sholinganallur,1 BHK,Society5,558,2,3,27.05
Built-up Area,Under Construction,Sholinganallur,4 BHK,Society5,4097,1,2,205.14
Built-up Area,Under Construction,T. Nagar,2 BHK,Society1,1042,3,1,48.44
Plot Area,Under Construction,Tambaram,1 BHK,Society1,1105,2,3,77.3
Built-up Area,Under Construction,Medavakkam,4 BHK,Society5,3687,5,3,127.15
Plot Area,Ready To Move,Medavakkam,4 BHK,Society4,4716,1,0,180.99
Carpet Area,Under Construction,Sholinganallur,5 BHK,Society3,5372,5,0,215.75
Built-up Area,Under Construction,Velachery,2 BHK,Society2,1442,1,3,72.12
Carpet Area,Ready To Move,Tambaram,4 BHK,Society3,4231,3,2,229.12
Carpet Area,Ready To Move,Nungambakkam,4 BHK,Society1,3936,5,3,206.1
Carpet Area,Ready To Move,Kodambakkam,3 BHK,Society3,1985,4,0,81.55
Built-up Area,Under Construction,Sholinganallur,1 BHK,Society1,701,2,0,43.79
Plot Area,Under Construction,T. Nagar,1 BHK,Society5,888,2,3,25.96
Plot Area,Ready To Move,Nungambakkam,1 BHK,Society2,1124,2,1,58.89
Built-up Area,Under Construction,Tambaram,4 BHK,Society1,2716,1,0,169.31
Built-up Area,Ready To Move,Anna Nagar,5 BHK,Society1,4095,1,2,205.19
Built-up Area,Ready To Move,Adyar,3 BHK,Society4,2619,3,2,84.97
Built-up Area,Under Construction,Kodambakkam,2 BHK,Society1,2398,3,1,67.03
Plot Area,Ready To Move,T. Nagar,3 BHK,Society1,2723,3,0,112.17
Built-up Area,Under Construction,Adyar,1 BHK,Society4,1109,2,1,28.84
Built-up Area,Under Construction,T. Nagar,5 BHK,Society3,4479,2,0,183.77
Built-up Area,Under Construction,Tambaram,2 BHK,Society4,1950,1,3,127.61
Carpet Area,Ready To Move,T. Nagar,1 BHK,Society3,1121,2,0,64.08
Plot Area,Under Construction,Medavakkam,1 BHK,Society1,924,1,0,43.69
Built-up Area,Under Construction,Adyar,5 BHK,Society4,2736,4,3,100.02
Carpet Area,Under Construction,Adyar,2 BHK,Society1,1061,2,0,69.47
Plot Area,Ready To Move,Sholinganallur,2 BHK,Society5,1295,1,0,68.94
Plot Area,Under Construction,Velachery,1 BHK,Society5,971,1,2,49.48
Built-up Area,Ready To Move,Sholinganallur,5 BHK,Society2,4587,1,1,141.37
Plot Area,Ready To Move,Adyar,5 BHK,Society3,2610,3,3,82.32
Plot Area,Ready To Move,Nungambakkam,4 BHK,Society2,4640,2,0,242.06
Carpet Area,Under Construction,Anna Nagar,3 BHK,Society3,2234,3,0,87.75
Carpet Area,Ready To Move,T. Nagar,4 BHK,Society2,2302,5,0,122.55
Carpet Area,Under Construction,Adyar,3 BHK,Society1,2345,4,0,145.31
Plot Area,Ready To Move,T. Nagar,5 BHK,Society3,3482,1,1,155.2
Built-up Area,Under Construction,Anna Nagar,5 BHK,Society2,3350,2,3,168.03
Carpet Area,Ready To Move,Anna Nagar,3 BHK,Society1,2944,2,0,171.01
Carpet Area,Ready To Move,T. Nagar,4 BHK,Society2,2188,4,2,130.9
Plot Area,Under Construction,Anna Nagar,4 BHK,Society1,4173,2,3,109.68
Built-up Area,Ready To Move,Anna Nagar,3 BHK,Society5,2471,2,1,169.03
Built-up Area,Ready To Move,Adyar,1 BHK,Society5,828,1,3,34.15
Built-up Area,Ready To Move,Thiruvanmiyur,1 BHK,Society2,1169,2,1,34.24
Plot Area,Ready To Move,Medavakkam,2 BHK,Society1,1383,3,0,50.57
Built-up Area,Under Construction,Thiruvanmiyur,3 BHK,Society3,1910,2,2,117.74
Built-up Area,Ready To Move,Adyar,4 BHK,Society4,2950,5,0,112.06
Built-up Area,Ready To Move,Velachery,4 BHK,Society5,4725,3,0,285.18
Built-up Area,Under Construction,Anna Nagar,4 BHK,Society5,3316,1,3,226.07
Built-up Area,Ready To Move,T. Nagar,5 BHK,Society5,2665,1,2,144.32
Built-up Area,Under Construction,Kodambakkam,5 BHK,Society5,5281,4,0,285.4
Built-up Area,Ready To Move,Kodambakkam,4 BHK,Society1,2149,3,1,111.98
Carpet Area,Ready To Move,Nungambakkam,5 BHK,Society3,3721,4,3,124.96
Plot Area,Ready To Move,Sholinganallur,4 BHK,Society1,3675,1,3,210.62
Plot Area,Under Construction,Adyar,5 BHK,Society3,3493,5,2,187.7
Plot Area,Ready To Move,Medavakkam,5 BHK,Society3,2520,5,0,70.43
Plot Area,Under Construction,Sholinganallur,4 BHK,Society2,3146,4,1,219.13
Carpet Area,Under Construction,Sholinganallur,4 BHK,Society3,3547,4,0,153.91
Built-up Area,Under Construction,T. Nagar,5 BHK,Society4,5310,4,2,154.38
Built-up Area,Ready To Move,Kodambakkam,3 BHK,Society5,2108,4,3,108.64
Built-up Area,Under Construction,Thiruvanmiyur,1 BHK,Society2,992,1,2,33.87
Built-up Area,Ready To Move,Kodambakkam,5 BHK,Society5,5888,2,1,264.21
Carpet Area,Under Construction,Anna Nagar,4 BHK,Society5,2673,5,0,166.19
Built-up Area,Under Construction,Thiruvanmiyur,3 BHK,Society2,1844,2,2,71.39
Carpet Area,Ready To Move,Sholinganallur,1 BHK,Society5,1044,2,1,67.5
Carpet Area,Ready To Move,Kodambakkam,3 BHK,Society5,1844,3,3,80.97
Plot Area,Ready To Move,Kodambakkam,3 BHK,Society1,3100,2,1,144.23
Built-up Area,Ready To Move,Velachery,3 BHK,Society1,2123,3,0,109.3
Carpet Area,Under Construction,Velachery,5 BHK,Society2,3145,2,1,203.59
Built-up Area,Under Construction,Velachery,4 BHK,Society2,3465,5,0,241.28
Plot Area,Ready To Move,Nungambakkam,4 BHK,Society1,3369,4,3,94.01
Carpet Area,Ready To Move,Sholinganallur,1 BHK,Society1,627,2,1,26.04
Plot Area,Under Construction,Velachery,4 BHK,Society3,2563,2,0,167.12
Plot Area,Under Construction,Tambaram,3 BHK,Society2,3123,1,1,88.86
Plot Area,Under Construction,Sholinganallur,3 BHK,Society4,1632,3,0,109.66
Built-up Area,Ready To Move,Velachery,2 BHK,Society3,2262,1,0,119.15
Built-up Area,Under Construction,Anna Nagar,3 BHK,Society3,1677,4,1,62.81
Carpet Area,Under Construction,Anna Nagar,4 BHK,Society3,4550,3,2,160.17
Built-up Area,Under Construction,Thiruvanmiyur,2 BHK,Society4,1717,3,0,82.72
Carpet Area,Under Construction,Medavakkam,3 BHK,Society1,3556,4,3,170.89
Plot Area,Under Construction,Medavakkam,5 BHK,Society1,3259,2,1,161.26
Carpet Area,Ready To Move,Sholinganallur,5 BHK,Society5,2778,5,1,151.93
Built-up Area,Under Construction,Sholinganallur,2 BHK,Society3,1902,3,1,115.5
Built-up Area,Ready To Move,Kodambakkam,3 BHK,Society3,2502,3,0,144.94
Carpet Area,Ready To Move,Kodambakkam,5 BHK,Society3,3331,4,1,155.22
Plot Area,Under Construction,T. Nagar,2 BHK,Society1,2073,3,0,108.03
Carpet Area,Ready To Move,Nungambakkam,4 BHK,Society5,4237,4,2,282.02
Built-up Area,Ready To Move,Adyar,1 BHK,Society3,1195,2,2,73.98
Plot Area,Ready To Move,Sholinganallur,1 BHK,Society3,631,1,0,24.89
Built-up Area,Under Construction,Medavakkam,2 BHK,Society5,2172,3,1,93.21
Built-up Area,Under Construction,Tambaram,3 BHK,Society2,3450,3,0,177.46
Plot Area,Ready To Move,Sholinganallur,2 BHK,Society5,2319,1,2,74.96
Plot Area,Under Construction,Nungambakkam,4 BHK,Society3,2545,1,2,147.3
Carpet Area,Under Construction,Nungambakkam,2 BHK,Society3,1992,1,3,100.53
Carpet Area,Under Construction,Velachery,1 BHK,Society3,954,1,2,54.63
Plot Area,Under Construction,T. Nagar,5 BHK,Society3,5537,5,3,182.34
Built-up Area,Ready To Move,Tambaram,2 BHK,Society2,2208,3,2,90.33
Built-up Area,Ready To Move,Sholinganallur,4 BHK,Society4,4150,5,3,198.2
Plot Area,Ready To Move,Velachery,2 BHK,Society3,1159,3,2,55.29
Plot Area,Under Construction,Medavakkam,1 BHK,Society2,1144,1,3,64.3
Carpet Area,Under Construction,Velachery,4 BHK,Society4,3044,3,0,161.36
Carpet Area,Ready To Move,Velachery,1 BHK,Society2,1043,2,2,48.65
Plot Area,Under Construction,Tambaram,1 BHK,Society3,680,2,1,42.87
Built-up Area,Ready To Move,Thiruvanmiyur,1 BHK,Society5,973,2,2,36.44
Plot Area,Under Construction,Thiruvanmiyur,4 BHK,Society5,2898,5,0,109.24
Built-up Area,Ready To Move,Medavakkam,3 BHK,Society4,3394,3,1,234.85
Carpet Area,Ready To Move,Kodambakkam,4 BHK,Society3,3518,4,2,212.87
Carpet Area,Under Construction,Adyar,2 BHK,Society5,1423,2,2,50.89
Carpet Area,Ready To Move,Nungambakkam,4 BHK,Society1,2692,1,3,147.04
Carpet Area,Ready To Move,Tambaram,1 BHK,Society2,906,2,3,54.79
Built-up Area,Ready To Move,Kodambakkam,4 BHK,Society1,4549,2,0,251.07
Plot Area,Under Construction,Thiruvanmiyur,1 BHK,Society5,1078,1,0,70.45
Plot Area,Ready To Move,Kodambakkam,3 BHK,Society4,1610,1,1,68.31
Plot Area,Under Construction,Sholinganallur,5 BHK,Society4,5346,1,2,186.55
Carpet Area,Ready To Move,Anna Nagar,3 BHK,Society2,1839,3,0,62.47
Carpet Area,Under Construction,Nungambakkam,5 BHK,Society3,3587,4,3,202.96
Built-up Area,Under Construction,Medavakkam,4 BHK,Society1,2621,1,1,97.72
Built-up Area,Ready To Move,Anna Nagar,2 BHK,Society2,1301,2,3,41.46
Plot Area,Ready To Move,Sholinganallur,3 BHK,Society5,3357,1,3,199.91
Built-up Area,Under Construction,Velachery,1 BHK,Society3,879,2,1,42.07
Carpet Area,Ready To Move,Velachery,1 BHK,Society2,639,1,2,17.46
Carpet Area,Ready To Move,Kodambakkam,1 BHK,Society4,1053,2,1,39.93
Built-up Area,Under Construction,Kodambakkam,2 BHK,Society1,1746,2,2,45.59
Plot Area,Under Construction,Adyar,2 BHK,Society5,1842,3,2,54.56
Carpet Area,Under Construction,T. Nagar,2 BHK,Society1,1689,3,0,112.54
Built-up Area,Ready To Move,Kodambakkam,3 BHK,Society2,1777,3,1,55.91
Plot Area,Under Construction,Medavakkam,1 BHK,Society4,897,1,2,29.62
Built-up Area,Under Construction,T. Nagar,4 BHK,Society4,4016,4,1,111.58
Built-up Area,Ready To Move,Kodambakkam,1 BHK,Society3,932,1,2,25.76
Built-up Area,Ready To Move,Thiruvanmiyur,3 BHK,Society3,1651,3,2,60.01
Carpet Area,Under Construction,Tambaram,4 BHK,Society1,2446,5,0,132.31
Plot Area,Ready To Move,Nungambakkam,5 BHK,Society4,4066,3,0,166.54
Built-up Area,Ready To Move,Medavakkam,1 BHK,Society3,1195,1,1,42.95
Built-up Area,Ready To Move,Kodambakkam,2 BHK,Society3,1912,3,1,91.53
Carpet Area,Ready To Move,Nungambakkam,4 BHK,Society1,2491,4,2,90.3
Carpet Area,Ready To Move,Anna Nagar,4 BHK,Society4,4291,2,0,268.55
Built-up Area,Under Construction,Sholinganallur,4 BHK,Society3,2964,1,2,183.85
Built-up Area,Under Construction,Tambaram,5 BHK,Society4,4525,4,0,296.18
Plot Area,Under Construction,Kodambakkam,5 BHK,Society2,3962,2,1,135.55
Plot Area,Ready To Move,Kodambakkam,4 BHK,Society2,2454,4,0,88.5
Plot Area,Under Construction,Thiruvanmiyur,2 BHK,Society5,1145,3,2,45.76
Plot Area,Ready To Move,Thiruvanmiyur,2 BHK,Society1,1055,1,3,59.56
Plot Area,Under Construction,Velachery,3 BHK,Society1,2493,4,3,167.47
Plot Area,Under Construction,Velachery,1 BHK,Society3,757,1,2,26.98
Plot Area,Ready To Move,T. Nagar,3 BHK,Society5,1777,3,2,111.28
Built-up Area,Ready To Move,Nungambakkam,3 BHK,Society2,3342,4,2,216.19
Plot Area,Under Construction,Kodambakkam,5 BHK,Society2,2669,2,3,180.98
Plot Area,Under Construction,Sholinganallur,5 BHK,Society1,4945,2,3,188.69
Built-up Area,Ready To Move,Medavakkam,4 BHK,Society3,4272,1,1,111.53
Built-up Area,Under Construction,Medavakkam,4 BHK,Society3,3308,3,2,103.74
Built-up Area,Ready To Move,Thiruvanmiyur,5 BHK,Society3,5772,5,2,311.06
Plot Area,Ready To Move,Kodambakkam,1 BHK,Society2,1071,1,2,38.48
Built-up Area,Under Construction,Nungambakkam,4 BHK,Society2,2266,3,1,134.07
Plot Area,Under Construction,Sholinganallur,1 BHK,Society4,1105,1,3,52.2
Plot Area,Under Construction,Anna Nagar,3 BHK,Society2,3181,3,0,102.0
Built-up Area,Under Construction,Anna Nagar,4 BHK,Society3,2536,1,1,155.11
Plot Area,Under Construction,T. Nagar,4 BHK,Society2,3631,5,1,94.28
Built-up Area,Ready To Move,Sholinganallur,5 BHK,Society5,4961,2,3,332.82
Plot Area,Ready To Move,Anna Nagar,4 BHK,Society5,2502,5,0,110.08
Built-up Area,Under Construction,Sholinganallur,1 BHK,Society1,587,1,2,34.29
Carpet Area,Ready To Move,Nungambakkam,1 BHK,Society4,1074,2,2,71.05
Carpet Area,Ready To Move,Tambaram,3 BHK,Society4,2005,1,2,111.86
Plot Area,Under Construction,Sholinganallur,1 BHK,Society4,1031,2,1,64.93
Plot Area,Under Construction,Nungambakkam,5 BHK,Society4,5932,5,3,396.33
Carpet Area,Ready To Move,T. Nagar,4 BHK,Society1,3560,4,3,216.14
Built-up Area,Ready To Move,Adyar,3 BHK,Society1,2815,4,2,106.25
Plot Area,Under Construction,Anna Nagar,1 BHK,Society1,1148,1,0,58.39
Carpet Area,Ready To Move,T. Nagar,4 BHK,Society2,3601,5,0,205.5
Plot Area,Ready To Move,Sholinganallur,3 BHK,Society2,2199,3,0,87.93
Built-up Area,Under Construction,Tambaram,5 BHK,Society2,2969,4,0,86.01
Plot Area,Under Construction,Adyar,4 BHK,Society3,4090,3,0,272.93
Built-up Area,Ready To Move,Anna Nagar,4 BHK,Society1,4541,4,3,276.38
Plot Area,Ready To Move,Velachery,4 BHK,Society2,3492,2,3,240.64
Built-up Area,Ready To Move,Anna Nagar,5 BHK,Society2,5331,3,1,199.43
Built-up Area,Ready To Move,Tambaram,4 BHK,Society5,2313,4,2,96.86
Plot Area,Ready To Move,Tambaram,4 BHK,Society1,4061,4,0,173.22
Built-up Area,Under Construction,Adyar,3 BHK,Society1,1700,1,0,90.68
Carpet Area,Under Construction,Velachery,1 BHK,Society3,1099,1,3,36.86
Carpet Area,Ready To Move,Sholinganallur,5 BHK,Society3,5433,3,0,283.23
Carpet Area,Under Construction,Anna Nagar,4 BHK,Society5,3459,4,1,119.73
Plot Area,Under Construction,Velachery,4 BHK,Society1,4260,1,2,126.4
Built-up Area,Under Construction,Tambaram,2 BHK,Society1,1317,2,1,54.33
Plot Area,Ready To Move,Adyar,5 BHK,Society3,4278,2,1,149.65
Carpet Area,Under Construction,T. Nagar,3 BHK,Society1,2195,2,3,75.69
Carpet Area,Ready To Move,Nungambakkam,1 BHK,Society4,867,2,1,35.05
Built-up Area,Under Construction,Tambaram,4 BHK,Society3,2640,5,3,182.23
Plot Area,Under Construction,Thiruvanmiyur,5 BHK,Society2,5555,5,2,225.38
Built-up Area,Under Construction,T. Nagar,3 BHK,Society4,2120,2,1,128.28
Built-up Area,Ready To Move,Kodambakkam,1 BHK,Society3,1123,2,0,43.94
Built-up Area,Under Construction,Anna Nagar,4 BHK,Society1,2948,5,0,167.66
Carpet Area,Ready To Move,T. Nagar,3 BHK,Society5,2123,3,0,112.13
Plot Area,Under Construction,Anna Nagar,4 BHK,Society4,3982,3,2,177.94
Plot Area,Under Construction,Adyar,4 BHK,Society3,4544,2,3,252.12
Built-up Area,Ready To Move,Adyar,2 BHK,Society5,1190,1,0,78.99
Carpet Area,Under Construction,Thiruvanmiyur,2 BHK,Society5,2184,1,0,125.71
Carpet Area,Ready To Move,Tambaram,1 BHK,Society1,1001,1,3,62.7
Carpet Area,Ready To Move,Adyar,4 BHK,Society4,4674,1,0,192.75
Built-up Area,Under Construction,Nungambakkam,3 BHK,Society5,2886,2,1,188.05
Carpet Area,Under Construction,Velachery,3 BHK,Society3,2294,1,2,92.14
Plot Area,Under Construction,Kodambakkam,3 BHK,Society2,2213,2,2,77.31
Plot Area,Under Construction,Nungambakkam,3 BHK,Society5,2473,1,3,106.38
Built-up Area,Ready To Move,Velachery,5 BHK,Society3,3212,4,3,113.75
Plot Area,Ready To Move,Nungambakkam,4 BHK,Society3,2593,5,0,129.79
Plot Area,Ready To Move,Thiruvanmiyur,3 BHK,Society5,2212,1,1,114.15
Plot Area,Ready To Move,Adyar,1 BHK,Society2,1177,2,1,76.17
Carpet Area,Ready To Move,Thiruvanmiyur,4 BHK,Society3,4649,3,3,266.82
Built-up Area,Ready To Move,T. Nagar,5 BHK,Society5,3869,1,3,263.02
Carpet Area,Ready To Move,Anna Nagar,2 BHK,Society5,1871,1,2,116.19
Plot Area,Under Construction,Tambaram,5 BHK,Society5,3497,1,2,120.83
Carpet Area,Under Construction,Thiruvanmiyur,4 BHK,Society4,2095,5,0,107.16
Plot Area,Ready To Move,Thiruvanmiyur,4 BHK,Society5,2039,3,3,139.14
Plot Area,Under Construction,Sholinganallur,2 BHK,Society3,1163,1,0,35.1
Plot Area,Ready To Move,T. Nagar,2 BHK,Society1,1738,1,0,78.21
Carpet Area,Ready To Move,Kodambakkam,1 BHK,Society2,643,2,1,31.44
Carpet Area,Under Construction,Kodambakkam,3 BHK,Society3,3084,3,1,186.52
Carpet Area,Under Construction,T. Nagar,3 BHK,Society2,3308,3,2,93.86
Plot Area,Under Construction,Velachery,1 BHK,Society1,996,2,0,66.17
Plot Area,Ready To Move,T. Nagar,1 BHK,Society4,1186,2,3,57.71
Carpet Area,Ready To Move,Velachery,5 BHK,Society3,2568,1,1,65.48
Carpet Area,Ready To Move,Tambaram,1 BHK,Society1,549,2,0,15.9
Plot Area,Ready To Move,Anna Nagar,4 BHK,Society2,2270,5,1,110.24
Built-up Area,Ready To Move,Kodambakkam,4 BHK,Society3,2022,1,2,135.02
Built-up Area,Ready To Move,Thiruvanmiyur,1 BHK,Society1,904,1,1,62.07
Plot Area,Under Construction,Velachery,1 BHK,Society3,872,2,2,37.94
Built-up Area,Ready To Move,T. Nagar,2 BHK,Society4,1197,3,2,51.23
Carpet Area,Under Construction,Anna Nagar,3 BHK,Society5,3068,2,1,109.53
